invoice_id,branch_id,pharmacist_id,customer_id,total_amount,sale_date
1797,4,4,946,3224.05,2025-09-01 16:51:04
1798,1,1,791,3546.67,2025-11-02 21:26:26
1799,3,3,247,2035.98,2025-02-02 14:11:47
1800,5,5,981,102.79,2025-03-06 07:29:04
1801,2,2,349,46.41,2025-07-18 18:07:29
1802,5,5,452,1172.53,2025-02-23 19:43:14
1803,3,3,600,119.45,2025-03-06 00:51:36
1804,5,5,528,428.03,2025-02-18 15:28:41
1805,1,1,282,1470.10,2025-10-02 08:40:16
1806,2,2,676,593.33,2026-01-15 00:21:44
1807,3,3,619,1762.89,2025-10-08 09:54:07
1808,5,5,166,1635.01,2025-12-16 01:06:46
1809,3,3,283,1450.97,2025-03-16 18:10:48
1810,3,3,806,1510.77,2025-07-26 16:27:20
1811,2,2,862,909.92,2025-01-29 00:17:58
1812,4,4,105,1814.52,2025-06-27 21:02:42
1813,5,5,170,2531.70,2025-09-16 22:03:40
1814,4,4,421,440.74,2025-08-04 21:37:11
1815,1,1,659,1627.82,2026-01-01 10:42:28
1816,2,2,576,2108.00,2025-05-05 21:03:18
1817,5,5,529,457.51,2025-12-30 00:52:22
1818,2,2,182,3051.49,2025-06-08 00:16:47
1819,5,5,566,1473.07,2025-04-16 18:23:09
1820,2,2,96,1623.30,2025-06-01 12:54:42
1821,4,4,612,267.12,2025-01-31 13:47:06
1822,5,5,247,967.08,2026-01-19 09:56:42
1823,4,4,910,546.53,2025-09-03 14:40:54
1824,1,1,349,220.41,2025-07-24 20:05:55
1825,5,5,812,1077.20,2025-07-14 03:41:05
1826,4,4,897,1591.95,2025-03-02 23:51:07
1827,3,3,391,2313.61,2025-06-09 02:53:18
1828,1,1,268,716.04,2025-09-19 19:16:01
1829,5,5,723,2688.40,2025-02-28 20:10:08
1830,2,2,696,245.81,2025-10-03 00:48:17
1831,3,3,577,963.34,2025-07-25 19:08:42
1832,2,2,167,869.15,2026-01-08 03:07:06
1833,2,2,494,502.79,2025-04-17 23:45:07
1834,5,5,978,47.70,2025-05-13 18:07:57
1835,1,1,592,231.07,2025-10-31 05:16:11
1836,1,1,444,1642.99,2025-10-11 08:19:47
1837,2,2,688,157.98,2025-08-07 22:00:33
1838,4,4,402,1500.43,2025-03-21 09:19:53
1839,2,2,548,706.50,2025-02-01 16:04:17
1840,4,4,368,1219.34,2025-01-30 02:22:09
1841,1,1,778,914.24,2025-01-26 20:21:52
1842,4,4,897,378.50,2025-07-26 09:32:47
1843,5,5,328,1930.86,2025-11-26 16:19:04
1844,3,3,338,1023.90,2025-01-25 18:31:44
1845,1,1,681,1037.92,2025-09-25 01:11:49
1846,3,3,68,1758.22,2026-01-02 04:59:48
1847,1,1,108,811.34,2025-12-15 16:37:46
1848,3,3,589,1245.90,2025-03-14 20:54:39
1849,4,4,59,1042.48,2025-02-19 19:39:01
1850,1,1,749,1303.05,2025-07-25 23:11:42
1851,3,3,849,871.65,2025-07-21 06:58:57
1852,1,1,436,357.59,2025-03-13 11:00:04
1853,3,3,947,225.17,2025-11-25 16:55:01
1854,2,2,438,737.79,2025-02-04 12:05:12
1855,5,5,928,1323.08,2026-01-19 11:46:11
1856,4,4,23,2564.04,2025-10-01 08:56:19
1857,4,4,592,1937.28,2025-04-17 16:05:46
1858,3,3,547,495.27,2025-05-15 12:34:31
1859,1,1,274,614.59,2025-03-09 15:37:58
1860,2,2,742,1007.50,2025-02-16 18:53:27
1861,1,1,719,3021.16,2025-02-12 15:11:20
1862,4,4,794,208.39,2025-03-31 13:54:57
1863,2,2,741,1444.14,2025-06-22 19:48:40
1864,1,1,372,2784.83,2025-02-09 12:09:03
1865,1,1,647,1458.17,2025-05-23 21:07:19
1866,3,3,599,1697.71,2025-11-05 11:34:49
1867,4,4,849,408.29,2025-11-18 05:10:25
1868,3,3,531,2948.43,2026-01-12 08:19:14
1869,4,4,360,1386.38,2025-05-27 23:49:16
1870,5,5,953,2113.09,2025-12-05 22:32:00
1871,3,3,716,1310.07,2025-01-24 01:58:37
1872,1,1,169,476.52,2026-01-08 05:45:39
1873,2,2,412,1219.99,2025-11-08 17:23:12
1874,3,3,817,714.28,2025-11-28 13:46:59
1875,2,2,843,2520.76,2025-08-04 05:50:04
1876,2,2,642,1075.47,2025-04-02 02:26:21
1877,5,5,753,1247.16,2025-08-13 01:06:16
1878,3,3,46,2353.67,2025-11-20 08:10:40
1879,1,1,664,1298.50,2025-10-31 05:28:15
1880,2,2,920,1900.57,2025-12-10 04:43:50
1881,4,4,927,1271.15,2025-05-14 21:55:01
1882,1,1,859,1376.71,2025-07-29 21:07:24
1883,4,4,958,460.52,2025-10-23 10:20:56
1884,2,2,254,2294.61,2025-07-30 17:18:11
1885,1,1,144,2132.79,2025-11-05 15:49:54
1886,2,2,690,1921.00,2026-01-07 03:02:20
1887,3,3,167,314.00,2026-01-10 07:51:38
1888,2,2,567,958.69,2025-05-04 20:29:39
1889,5,5,450,176.05,2025-08-20 16:57:15
1890,3,3,354,1438.92,2025-04-22 19:59:34
1891,4,4,354,279.10,2025-11-25 14:15:25
1892,1,1,373,620.59,2025-05-30 21:50:35
1893,3,3,848,2434.37,2025-03-26 10:11:26
1894,5,5,157,1185.11,2025-05-04 21:49:19
1895,5,5,702,592.73,2025-09-02 09:11:10
1896,2,2,408,1061.20,2025-11-22 01:26:46
1897,5,5,792,722.98,2025-12-12 06:14:59
1898,1,1,838,1388.75,2025-06-05 21:30:46
1899,4,4,564,2669.57,2025-07-24 14:15:43
1900,2,2,962,1652.16,2025-11-28 20:16:54
1901,1,1,514,584.38,2025-08-19 09:43:45
1902,3,3,200,207.03,2025-10-20 18:55:04
1903,3,3,735,829.64,2025-11-19 01:13:38
1904,1,1,616,663.20,2025-08-22 09:09:10
1905,3,3,625,1768.84,2025-03-08 10:45:40
1906,1,1,856,1513.06,2025-11-20 02:56:23
1907,5,5,839,2040.40,2025-11-14 10:52:09
1908,3,3,949,2416.79,2025-09-19 06:20:45
1909,1,1,895,793.55,2025-04-14 13:18:40
1910,1,1,181,1680.03,2025-10-30 01:00:09
1911,5,5,15,2023.30,2025-04-24 04:59:27
1912,1,1,980,132.25,2025-12-08 03:49:20
1913,3,3,104,1211.80,2025-12-07 20:58:37
1914,3,3,411,2029.13,2025-03-24 20:55:39
1915,3,3,276,1658.67,2025-02-21 14:02:46
1916,5,5,289,1691.38,2025-09-20 09:08:17
1917,1,1,927,1439.27,2025-10-27 23:45:51
1918,4,4,466,3250.77,2025-06-12 01:51:06
1919,2,2,322,372.06,2025-10-29 08:54:57
1920,1,1,987,915.21,2025-09-22 21:43:28
1921,3,3,612,204.92,2025-05-27 23:46:11
1922,1,1,254,2343.38,2025-04-08 04:47:30
1923,4,4,535,1134.54,2025-10-20 13:04:28
1924,2,2,193,2624.68,2025-05-27 16:19:19
1925,1,1,955,656.07,2025-11-04 05:36:48
1926,1,1,695,429.25,2025-03-07 07:15:54
1927,1,1,299,504.97,2025-06-03 23:02:56
1928,5,5,824,2669.70,2025-10-24 13:53:48
1929,5,5,12,1691.28,2025-02-27 20:06:08
1930,1,1,342,1265.65,2025-05-10 03:54:49
1931,5,5,541,864.24,2025-04-18 21:14:28
1932,3,3,811,2565.50,2025-02-04 20:20:14
1933,2,2,347,2958.48,2025-05-25 23:53:29
1934,2,2,640,1927.99,2025-10-16 20:22:51
1935,3,3,261,24.54,2025-04-03 01:01:01
1936,1,1,714,411.27,2025-06-24 20:49:32
1937,2,2,446,1271.26,2025-09-26 18:17:13
1938,3,3,151,1666.70,2025-10-30 06:57:12
1939,5,5,395,469.36,2025-12-27 02:31:57
1940,3,3,663,1216.02,2025-07-30 14:29:11
1941,2,2,76,11.26,2025-09-18 07:39:17
1942,4,4,660,2194.32,2025-06-12 22:22:50
1943,5,5,939,2516.57,2025-06-22 03:02:33
1944,4,4,402,1301.46,2025-12-26 07:38:07
1945,3,3,59,1134.94,2025-07-08 21:58:33
1946,2,2,463,493.61,2025-05-02 02:03:47
1947,3,3,19,1237.24,2025-11-05 02:12:23
1948,2,2,655,1402.68,2025-10-04 11:03:57
1949,4,4,541,2946.77,2025-01-23 04:55:01
1950,5,5,442,1373.13,2025-03-19 22:31:18
1951,4,4,806,3300.35,2025-10-12 22:48:13
1952,5,5,481,1720.73,2025-08-27 11:00:42
1953,5,5,264,1924.38,2025-05-26 05:31:29
1954,4,4,939,300.64,2025-06-21 09:31:22
1955,2,2,899,714.25,2025-03-19 04:36:38
1956,4,4,820,231.20,2025-11-24 02:37:45
1957,3,3,422,1553.73,2025-11-08 19:30:31
1958,1,1,447,621.47,2025-12-03 17:59:20
1959,1,1,891,691.19,2025-07-18 15:36:21
1960,2,2,283,478.62,2025-03-20 21:37:11
1961,2,2,400,1376.78,2025-12-08 20:17:55
1962,4,4,265,101.80,2025-11-02 09:24:47
1963,1,1,235,2365.61,2025-09-10 16:11:09
1964,2,2,666,1441.45,2025-07-03 17:50:31
1965,4,4,792,1764.17,2025-05-08 12:27:54
1966,4,4,556,1438.47,2026-01-19 23:58:03
1967,2,2,595,933.88,2025-12-25 11:06:26
1968,4,4,885,1562.29,2025-11-28 18:39:55
1969,4,4,965,1814.40,2026-01-15 19:34:34
1970,1,1,934,2857.25,2025-04-08 10:18:24
1971,2,2,614,1938.54,2025-08-17 20:07:43
1972,5,5,439,927.17,2025-06-04 01:34:48
1973,4,4,559,2043.33,2025-02-21 16:41:43
1974,5,5,249,623.61,2025-06-10 11:48:37
1975,3,3,506,2939.35,2025-06-22 17:16:29
1976,4,4,611,1568.03,2025-06-21 19:54:07
1977,1,1,625,1455.01,2025-12-08 19:24:05
1978,2,2,375,175.86,2025-12-02 15:28:33
1979,1,1,80,1355.60,2025-02-15 12:16:31
1980,5,5,768,1732.68,2025-10-01 03:16:57
1981,4,4,522,1700.31,2025-06-07 03:22:44
1982,3,3,963,1312.54,2025-04-22 00:55:38
1983,4,4,308,956.24,2025-06-24 02:03:04
1984,5,5,739,2446.55,2025-12-09 21:24:25
1985,4,4,266,543.12,2025-04-01 07:08:46
1986,1,1,274,1462.90,2025-06-05 20:10:38
1987,3,3,5,2080.86,2025-08-24 12:04:03
1988,3,3,248,2002.83,2025-06-30 17:09:03
1989,5,5,333,403.83,2025-01-26 09:48:26
1990,1,1,427,86.48,2025-10-18 06:54:44
1991,5,5,71,868.88,2025-06-30 02:19:26
1992,2,2,84,3731.50,2025-10-18 06:54:17
1993,5,5,410,1243.64,2025-08-27 07:32:31
1994,2,2,981,1326.33,2025-02-01 08:33:22
1995,1,1,966,2420.12,2026-01-17 15:05:18
1996,4,4,99,2595.94,2025-01-22 16:33:18
1997,3,3,792,2636.58,2025-01-29 06:46:48
1998,5,5,895,1678.09,2025-10-12 18:29:18
1999,4,4,139,26.24,2026-01-02 11:36:23
2000,5,5,800,178.52,2026-01-10 17:20:17
2001,1,1,49,802.18,2025-10-18 00:02:53
2002,2,2,45,938.36,2025-09-11 04:10:22
2003,4,4,731,2318.80,2025-08-14 00:32:11
2004,2,2,376,2404.87,2025-02-12 12:17:07
2005,2,2,489,2116.64,2025-10-12 00:35:40
2006,3,3,700,632.36,2025-11-27 07:56:41
2007,2,2,439,1361.34,2025-09-13 20:19:13
2008,1,1,269,54.40,2025-06-12 05:57:52
2009,1,1,821,4.63,2025-12-10 01:12:33
2010,5,5,349,763.83,2025-03-03 08:13:02
2011,2,2,721,391.39,2025-05-22 05:10:14
2012,4,4,979,2444.25,2025-12-25 02:42:27
2013,1,1,794,1073.51,2025-01-28 19:47:44
2014,2,2,82,2833.25,2025-11-19 09:21:12
2015,2,2,296,1455.63,2025-11-05 05:04:56
2016,1,1,892,770.64,2025-04-16 22:22:48
2017,3,3,509,1133.90,2025-11-30 17:18:51
2018,1,1,217,1415.18,2025-10-28 18:16:25
2019,5,5,110,2542.63,2025-12-17 06:23:23
2020,1,1,102,560.11,2025-08-16 06:10:11
2021,5,5,535,1180.65,2025-12-11 23:44:45
2022,5,5,569,831.48,2025-01-20 17:42:25
2023,5,5,803,1616.15,2025-12-28 06:53:40
2024,5,5,483,499.87,2025-05-25 06:14:30
2025,4,4,812,1670.22,2025-03-01 05:22:39
2026,5,5,897,1228.43,2025-02-07 09:46:03
2027,1,1,490,915.88,2025-09-12 18:35:10
2028,5,5,392,1897.25,2025-02-18 01:38:43
2029,4,4,722,19.80,2025-03-15 11:57:17
2030,5,5,651,1270.05,2025-07-01 11:18:08
2031,2,2,404,2245.64,2026-01-04 12:44:16
2032,4,4,731,468.57,2025-03-07 04:47:49
2033,4,4,358,401.28,2025-01-26 08:05:05
2034,2,2,933,814.33,2025-07-23 18:29:07
2035,4,4,331,1625.98,2025-04-08 16:58:48
2036,1,1,413,94.07,2025-07-19 03:27:03
2037,4,4,358,409.50,2026-01-17 07:44:10
2038,1,1,436,383.74,2025-12-24 16:28:03
2039,2,2,499,439.39,2025-12-12 21:54:07
2040,2,2,915,460.60,2025-02-18 23:06:33
2041,3,3,629,2137.62,2025-10-26 15:33:58
2042,2,2,788,1268.29,2025-06-14 14:58:43
2043,1,1,15,1092.25,2025-07-24 22:30:34
2044,1,1,85,196.72,2025-08-28 09:51:04
2045,2,2,659,583.87,2025-01-21 22:51:04
2046,5,5,160,1624.95,2025-09-26 20:22:46
2047,4,4,323,1318.72,2025-08-19 00:53:53
2048,2,2,455,717.63,2025-12-27 16:05:53
2049,3,3,38,2051.28,2025-03-18 12:27:12
2050,5,5,152,743.26,2025-07-23 22:59:53
2051,2,2,763,1341.56,2025-08-21 13:58:00
2052,5,5,230,868.50,2025-10-09 11:53:53
2053,4,4,576,2398.59,2025-09-20 09:11:21
2054,1,1,947,207.81,2025-06-04 04:17:51
2055,1,1,850,2390.19,2026-01-16 20:35:07
2056,4,4,585,455.61,2025-02-13 23:45:36
2057,5,5,328,308.13,2025-04-15 21:33:26
2058,1,1,979,1501.27,2025-07-11 22:21:10
2059,1,1,721,1416.31,2025-12-22 23:41:52
2060,1,1,374,820.27,2025-05-18 19:10:02
2061,3,3,247,1892.29,2025-01-26 20:35:25
2062,5,5,350,226.94,2025-07-26 10:10:03
2063,1,1,288,92.16,2025-02-25 20:55:39
2064,4,4,470,1672.36,2025-07-19 15:38:35
2065,1,1,1,2446.68,2025-05-18 07:03:06
2066,4,4,672,952.08,2025-10-29 22:26:25
2067,3,3,729,1611.30,2025-04-15 11:06:26
2068,1,1,930,579.10,2025-11-27 17:56:23
2069,5,5,42,1583.55,2025-12-14 20:52:37
2070,3,3,336,1681.69,2025-10-03 22:35:51
2071,4,4,58,2987.43,2025-08-10 14:57:56
2072,3,3,269,955.76,2025-10-30 13:57:05
2073,4,4,34,1374.89,2025-11-01 00:37:39
2074,1,1,58,3729.92,2026-01-18 02:48:23
2075,4,4,996,259.60,2025-10-03 19:45:22
2076,5,5,912,1308.46,2025-05-23 15:27:45
2077,1,1,729,1447.67,2025-09-06 14:18:04
2078,1,1,438,406.12,2025-04-24 08:44:05
2079,4,4,976,2782.06,2025-10-21 02:42:36
2080,5,5,516,510.62,2025-08-20 02:12:13
2081,2,2,50,1722.29,2025-06-14 20:50:48
2082,1,1,501,541.21,2025-02-28 07:11:34
2083,5,5,548,1085.80,2025-06-23 13:10:50
2084,5,5,180,1985.18,2025-05-12 08:48:02
2085,5,5,41,1581.16,2025-11-15 14:47:39
2086,2,2,442,589.66,2025-02-28 00:35:53
2087,3,3,446,108.76,2025-12-08 04:17:19
2088,4,4,756,1773.82,2025-03-28 19:38:46
2089,4,4,523,2982.43,2025-10-05 22:44:31
2090,1,1,536,303.76,2025-11-09 06:12:10
2091,1,1,671,445.31,2025-10-19 14:56:06
2092,1,1,295,794.02,2025-04-10 09:53:23
2093,2,2,302,843.59,2025-05-04 00:04:19
2094,3,3,706,4125.79,2025-02-11 23:23:13
2095,1,1,168,3705.09,2025-09-25 18:31:45
2096,3,3,831,1465.44,2025-12-16 13:48:35
2097,2,2,129,920.85,2025-08-26 07:00:06
2098,1,1,59,799.86,2025-11-26 02:57:52
2099,4,4,993,1342.33,2026-01-20 01:26:27
2100,3,3,318,3081.13,2025-11-15 04:05:44
2101,1,1,707,443.95,2025-06-12 03:57:32
2102,2,2,915,1191.61,2025-11-13 21:02:18
2103,3,3,242,721.41,2025-04-22 14:12:26
2104,3,3,678,2353.93,2025-04-07 00:07:48
2105,1,1,839,1825.82,2025-09-09 05:20:15
2106,5,5,670,1333.65,2025-10-08 02:50:31
2107,4,4,159,882.35,2026-01-16 16:38:12
2108,3,3,539,2087.35,2025-05-21 09:55:35
2109,5,5,80,129.10,2025-02-01 03:03:32
2110,3,3,640,569.79,2025-03-15 23:47:21
2111,3,3,751,1512.81,2025-05-05 10:40:15
2112,1,1,628,614.41,2025-03-28 22:14:08
2113,5,5,372,3946.97,2025-07-11 04:05:24
2114,3,3,986,1428.64,2025-02-05 08:55:20
2115,5,5,886,1116.51,2025-05-20 14:30:17
2116,2,2,609,411.44,2025-09-03 19:55:16
2117,5,5,738,714.45,2025-11-29 02:58:32
2118,4,4,353,102.27,2025-05-23 04:14:35
2119,5,5,795,1081.15,2025-12-15 01:07:16
2120,3,3,539,743.32,2025-07-20 21:04:03
2121,5,5,212,2431.58,2025-06-26 04:43:47
2122,2,2,577,2069.07,2025-09-06 12:50:13
2123,2,2,406,1133.71,2025-03-29 16:28:12
2124,1,1,966,3.84,2025-11-25 15:21:00
2125,2,2,506,824.66,2025-02-27 13:39:54
2126,4,4,985,2080.80,2025-02-20 20:39:14
2127,5,5,300,247.31,2025-02-14 03:11:43
2128,4,4,449,1237.86,2025-08-30 19:38:03
2129,2,2,656,1280.37,2025-05-01 11:44:44
2130,2,2,883,1121.07,2025-06-04 12:15:48
2131,2,2,955,185.10,2025-06-24 04:10:12
2132,5,5,762,526.45,2025-07-21 04:53:56
2133,1,1,554,679.78,2025-06-29 02:22:26
2134,5,5,414,699.78,2025-10-18 00:10:06
2135,4,4,77,1669.67,2025-09-20 07:19:13
2136,5,5,429,1484.15,2025-04-22 21:46:04
2137,4,4,996,3526.79,2025-07-17 11:11:14
2138,2,2,61,121.32,2026-01-12 09:55:52
2139,4,4,533,634.63,2026-01-04 13:53:42
2140,4,4,737,508.22,2025-06-02 23:03:54
2141,3,3,715,27.88,2025-08-12 15:14:41
2142,5,5,804,3009.97,2025-12-06 16:55:00
2143,1,1,770,1295.43,2025-09-12 11:21:33
2144,3,3,313,1764.38,2025-12-29 06:13:20
2145,1,1,752,116.38,2025-08-23 19:17:23
2146,5,5,773,1478.38,2025-04-20 19:00:48
2147,2,2,499,1452.30,2025-10-18 16:17:17
2148,3,3,711,2621.80,2025-12-26 12:25:36
2149,3,3,77,1040.87,2025-09-16 01:18:59
2150,2,2,496,1144.71,2026-01-11 12:42:45
2151,3,3,848,1457.72,2025-02-03 13:15:46
2152,3,3,772,1292.66,2025-07-15 12:28:59
2153,3,3,422,388.45,2025-03-20 00:40:40
2154,2,2,828,3775.46,2025-11-12 10:27:05
2155,1,1,357,2295.39,2025-06-05 15:36:51
2156,1,1,578,347.33,2025-07-10 05:01:43
2157,5,5,143,860.89,2025-06-14 12:17:35
2158,1,1,205,655.85,2026-01-06 04:42:00
2159,2,2,499,3446.91,2025-08-13 16:38:21
2160,4,4,343,4417.96,2025-10-02 04:55:18
2161,5,5,750,78.80,2025-10-21 22:26:26
2162,5,5,569,255.93,2025-09-15 17:40:31
2163,4,4,693,963.90,2025-10-20 04:10:18
2164,5,5,936,262.93,2025-02-16 02:02:39
2165,3,3,488,843.67,2025-08-27 11:29:41
2166,4,4,677,953.03,2025-02-25 00:43:53
2167,2,2,542,245.07,2025-05-10 03:11:18
2168,2,2,687,2671.47,2026-01-09 17:57:38
2169,1,1,98,2603.59,2025-08-11 08:17:33
2170,5,5,609,1320.03,2025-11-18 16:34:21
2171,4,4,644,931.60,2025-01-30 02:22:34
2172,3,3,681,1611.34,2026-01-15 07:09:45
2173,2,2,97,1765.15,2025-04-12 08:41:46
2174,1,1,524,1016.66,2025-07-31 01:16:27
2175,2,2,85,323.85,2025-09-13 06:04:05
2176,3,3,991,799.91,2025-03-16 07:50:57
2177,5,5,480,3455.85,2025-06-29 13:47:54
2178,2,2,45,1037.20,2025-09-26 02:23:58
2179,3,3,589,1311.16,2025-06-12 07:10:04
2180,5,5,562,1531.85,2025-10-31 18:03:36
2181,2,2,730,2825.59,2025-09-13 17:08:25
2182,1,1,760,2080.11,2025-07-07 04:31:30
2183,4,4,489,1774.96,2025-04-03 10:47:07
2184,4,4,381,3430.84,2025-09-28 22:45:28
2185,2,2,927,511.06,2025-10-29 00:42:01
2186,4,4,46,704.68,2025-04-11 10:00:25
2187,4,4,423,1466.39,2025-09-17 16:39:34
2188,1,1,161,557.25,2025-02-08 13:00:26
2189,3,3,870,2743.54,2025-12-16 12:18:28
2190,3,3,755,857.32,2026-01-07 16:33:24
2191,2,2,182,213.86,2025-01-26 16:06:24
2192,2,2,354,3195.69,2025-05-23 14:00:34
2193,4,4,152,266.04,2025-12-01 21:19:29
2194,3,3,751,3009.82,2025-11-20 22:33:13
2195,2,2,520,1268.70,2025-09-19 02:52:50
2196,3,3,120,570.23,2025-11-03 19:00:17
2197,2,2,166,18.11,2025-10-06 03:08:31
2198,5,5,642,507.95,2025-03-18 03:55:49
2199,4,4,990,1228.31,2025-04-14 15:07:14
2200,2,2,27,3173.70,2025-02-26 01:29:06
2201,2,2,135,507.60,2025-12-31 07:18:20
2202,5,5,832,1566.48,2025-08-25 05:08:09
2203,5,5,389,758.36,2025-06-04 17:38:39
2204,5,5,649,2059.91,2025-02-13 12:55:37
2205,2,2,203,67.41,2025-09-19 12:24:12
2206,3,3,767,2731.94,2025-04-12 19:33:34
2207,5,5,490,524.52,2025-08-12 15:02:46
2208,5,5,732,2282.98,2025-02-23 23:00:50
2209,1,1,859,27.79,2026-01-17 04:52:09
2210,5,5,32,966.46,2025-05-02 21:35:37
2211,2,2,822,1221.63,2025-06-14 01:39:21
2212,5,5,561,881.71,2025-10-27 18:34:02
2213,5,5,515,802.87,2025-08-30 03:19:01
2214,5,5,191,139.90,2025-07-18 01:02:50
2215,4,4,255,1394.86,2025-02-22 01:35:57
2216,5,5,266,1153.33,2025-07-19 04:33:26
2217,5,5,136,511.99,2025-07-22 12:51:53
2218,1,1,665,1280.01,2025-04-06 13:09:20
2219,2,2,855,2304.82,2025-04-14 08:44:43
2220,3,3,43,408.49,2025-07-05 10:07:35
2221,3,3,323,375.60,2025-08-06 03:47:05
2222,5,5,619,5270.82,2025-06-14 22:23:10
2223,4,4,162,1918.92,2025-05-15 21:39:46
2224,2,2,170,1138.97,2025-09-30 08:30:10
2225,1,1,329,441.18,2025-05-29 10:08:30
2226,3,3,5,1392.31,2025-01-29 19:11:50
2227,4,4,170,1368.95,2025-10-15 12:40:45
2228,3,3,35,1529.29,2025-02-06 01:12:01
2229,1,1,158,1911.69,2025-01-25 12:28:39
2230,1,1,858,1566.75,2025-03-03 01:16:52
2231,4,4,917,65.30,2025-04-30 10:26:18
2232,1,1,375,1011.97,2025-08-13 15:23:29
2233,1,1,632,1438.58,2025-07-02 23:22:35
2234,2,2,779,2332.27,2025-11-13 00:24:42
2235,1,1,773,2309.37,2026-01-14 15:24:07
2236,1,1,60,1607.34,2025-08-31 14:29:18
2237,4,4,293,1560.24,2026-01-01 06:36:17
2238,5,5,314,82.31,2025-03-29 04:39:29
2239,3,3,204,3242.40,2025-09-02 03:00:40
2240,2,2,253,354.24,2025-02-12 13:41:47
2241,1,1,882,3085.83,2025-07-15 04:31:45
2242,1,1,680,2834.02,2025-02-03 12:07:30
2243,2,2,229,923.91,2025-05-23 03:35:05
2244,1,1,578,2808.09,2025-04-07 05:11:01
2245,2,2,819,55.66,2025-01-31 08:21:21
2246,5,5,57,1833.38,2025-03-19 07:32:52
2247,5,5,505,221.16,2025-12-19 02:16:08
2248,3,3,349,3030.70,2025-10-04 13:29:24
2249,4,4,480,1439.53,2025-05-28 20:34:27
2250,5,5,708,2450.71,2025-04-10 03:09:40
2251,2,2,900,485.42,2025-02-19 05:08:49
2252,4,4,736,1980.07,2025-09-14 17:50:54
2253,3,3,317,1819.48,2025-08-16 19:52:21
2254,3,3,23,632.29,2025-10-28 01:55:43
2255,4,4,36,1202.61,2025-12-20 10:22:05
2256,3,3,952,1285.37,2025-07-31 09:12:17
2257,5,5,871,1826.80,2025-04-05 18:25:54
2258,4,4,866,2234.68,2026-01-05 16:35:24
2259,5,5,789,610.80,2025-09-10 21:13:14
2260,2,2,563,40.34,2025-09-10 17:11:49
2261,4,4,282,120.22,2025-08-07 00:11:34
2262,1,1,96,2018.14,2025-07-07 06:58:33
2263,5,5,730,400.03,2025-03-09 01:37:08
2264,1,1,376,11.34,2025-11-09 19:08:54
2265,2,2,824,1756.20,2025-07-27 17:40:47
2266,3,3,612,1149.75,2025-06-11 17:06:44
2267,4,4,307,198.57,2025-05-13 14:40:02
2268,5,5,125,2654.74,2025-07-01 11:01:00
2269,1,1,238,1218.18,2025-04-06 06:05:06
2270,2,2,131,1750.18,2025-10-10 18:44:07
2271,1,1,384,1167.43,2025-03-29 10:39:11
2272,1,1,120,609.40,2025-07-22 13:32:32
2273,5,5,369,1111.43,2025-09-07 10:32:04
2274,4,4,616,1792.47,2025-10-31 13:34:11
2275,3,3,216,543.05,2025-08-15 00:34:42
2276,2,2,296,150.88,2025-05-21 17:47:31
2277,4,4,100,891.66,2025-12-24 00:57:54
2278,1,1,876,1693.81,2025-01-29 16:18:19
2279,1,1,860,2338.03,2025-04-25 02:03:34
2280,3,3,356,1668.83,2025-11-22 15:04:38
2281,4,4,534,2696.92,2026-01-01 03:09:12
2282,2,2,746,583.47,2025-05-22 22:44:36
2283,5,5,469,1692.20,2025-07-14 06:08:07
2284,2,2,42,2032.01,2025-06-20 01:58:45
2285,1,1,956,70.75,2025-07-29 18:59:59
2286,5,5,936,737.11,2025-03-23 13:20:05
2287,5,5,45,1709.71,2025-07-28 11:39:02
2288,2,2,520,438.69,2025-01-25 01:48:56
2289,2,2,329,1957.89,2025-06-15 12:26:53
2290,2,2,328,456.49,2025-11-18 13:32:02
2291,2,2,830,180.22,2025-05-20 18:17:21
2292,1,1,580,769.17,2025-04-17 00:30:10
2293,1,1,231,1533.29,2025-11-25 12:20:40
2294,1,1,907,278.65,2025-03-17 03:56:33
2295,3,3,100,228.43,2025-10-11 08:52:00
2296,1,1,849,946.85,2025-06-02 01:43:38
2297,5,5,440,903.29,2025-10-21 10:06:29
2298,1,1,22,1758.38,2025-07-08 13:56:50
2299,5,5,17,660.25,2025-04-10 00:10:29
2300,1,1,967,1974.61,2025-10-15 07:24:26
2301,1,1,137,782.67,2025-11-21 07:57:25
2302,1,1,512,1965.75,2026-01-12 06:36:01
2303,1,1,965,470.34,2025-08-12 10:18:42
2304,2,2,277,435.33,2025-11-03 04:42:28
2305,1,1,274,1307.81,2025-03-10 21:59:28
2306,5,5,570,2111.38,2025-11-04 19:54:44
2307,2,2,245,3235.12,2025-08-25 03:56:26
2308,5,5,343,776.84,2025-05-14 04:12:37
2309,2,2,157,580.40,2025-05-17 12:15:22
2310,2,2,476,1793.37,2025-08-05 15:47:35
2311,4,4,676,1152.41,2025-12-16 01:22:38
2312,5,5,544,1495.48,2025-10-28 06:11:59
2313,5,5,566,1509.60,2025-06-11 20:10:40
2314,5,5,349,799.87,2025-11-13 07:10:21
2315,4,4,826,336.40,2025-11-28 18:27:30
2316,2,2,118,169.97,2025-10-19 20:59:38
2317,5,5,146,1400.34,2025-11-25 07:30:40
2318,5,5,770,1009.51,2026-01-13 00:38:17
2319,3,3,578,1202.77,2025-05-31 20:30:25
2320,5,5,816,2127.57,2025-07-20 15:34:21
2321,4,4,70,2771.17,2025-08-06 02:08:43
