inventory_id,branch_id,batch_id,quantity,last_updated
1375,5,275,601,2026-01-20 00:57:02
1376,1,276,912,2026-01-20 09:37:00
1377,2,276,671,2026-01-20 07:47:04
1378,3,276,959,2026-01-20 11:19:53
1379,4,276,889,2026-01-19 20:40:26
1380,5,276,865,2026-01-20 08:11:58
1381,1,277,709,2026-01-20 08:39:56
1382,2,277,721,2026-01-20 03:05:15
1383,3,277,15,2026-01-19 17:34:41
1384,4,277,619,2026-01-19 22:08:57
1385,5,277,864,2026-01-19 22:11:02
1386,1,278,212,2026-01-19 20:45:02
1387,2,278,618,2026-01-20 01:31:29
1388,3,278,26,2026-01-20 03:03:07
1389,4,278,831,2026-01-20 05:17:54
1390,5,278,423,2026-01-20 12:40:37
1391,1,279,835,2026-01-19 17:37:10
1392,2,279,173,2026-01-20 14:58:14
1393,3,279,57,2026-01-19 15:12:49
1394,4,279,427,2026-01-19 16:51:48
1395,5,279,9,2026-01-20 06:37:17
1396,1,280,61,2026-01-20 02:20:30
1397,2,280,764,2026-01-19 23:59:57
1398,3,280,993,2026-01-20 08:17:37
1399,4,280,371,2026-01-20 00:10:43
1400,5,280,584,2026-01-20 04:17:46
1401,1,281,705,2026-01-20 02:36:19
1402,2,281,67,2026-01-20 09:30:56
1403,3,281,844,2026-01-19 17:51:40
1404,4,281,212,2026-01-20 07:00:09
1405,5,281,498,2026-01-19 20:09:04
1406,1,282,370,2026-01-20 01:24:56
1407,2,282,867,2026-01-20 02:36:01
1408,3,282,681,2026-01-20 00:30:06
1409,4,282,777,2026-01-19 15:44:28
1410,5,282,-96,2026-01-20 06:53:32
1411,1,283,425,2026-01-20 14:08:48
1412,2,283,334,2026-01-19 16:00:34
1413,3,283,708,2026-01-19 15:43:51
1414,4,283,550,2026-01-19 16:30:22
1415,5,283,949,2026-01-20 08:13:41
1416,1,284,783,2026-01-20 04:36:04
1417,2,284,900,2026-01-19 21:54:56
1418,3,284,177,2026-01-20 08:18:58
1419,4,284,303,2026-01-19 21:16:23
1420,5,284,970,2026-01-19 19:18:59
1421,1,285,628,2026-01-20 00:04:50
1422,2,285,510,2026-01-20 03:34:57
1423,3,285,380,2026-01-19 16:35:12
1424,4,285,921,2026-01-20 03:43:05
1425,5,285,117,2026-01-20 12:29:51
1426,1,286,238,2026-01-20 13:18:33
1427,2,286,284,2026-01-20 05:22:53
1428,3,286,332,2026-01-20 07:37:20
1429,4,286,819,2026-01-20 07:39:41
1430,5,286,965,2026-01-20 07:58:31
1431,1,287,430,2026-01-20 05:37:26
1432,2,287,24,2026-01-20 02:04:22
1433,3,287,583,2026-01-19 17:08:09
1434,4,287,574,2026-01-19 19:33:00
1435,5,287,513,2026-01-19 23:58:14
1436,1,288,-68,2026-01-20 05:06:32
1437,2,288,542,2026-01-20 05:39:44
1438,3,288,836,2026-01-19 20:09:54
1439,4,288,946,2026-01-20 03:15:16
1440,5,288,240,2026-01-19 21:01:28
1441,1,289,459,2026-01-20 03:00:57
1442,2,289,891,2026-01-20 09:37:10
1443,3,289,467,2026-01-20 11:50:25
1444,4,289,412,2026-01-19 22:48:26
1445,5,289,340,2026-01-20 08:28:28
1446,1,290,607,2026-01-20 12:21:47
1447,2,290,251,2026-01-20 14:50:02
1448,3,290,593,2026-01-19 18:20:57
1449,4,290,633,2026-01-19 18:41:32
1450,5,290,929,2026-01-20 03:27:32
1451,1,291,994,2026-01-19 20:01:32
1452,2,291,33,2026-01-19 15:14:02
1453,3,291,444,2026-01-19 23:58:59
1454,4,291,99,2026-01-20 12:18:34
1455,5,291,888,2026-01-20 00:09:07
1456,1,292,102,2026-01-20 02:22:51
1457,2,292,717,2026-01-20 14:20:38
1458,3,292,193,2026-01-19 16:59:21
1459,4,292,730,2026-01-19 22:23:55
1460,5,292,126,2026-01-19 20:42:24
1461,1,293,64,2026-01-20 08:27:12
1462,2,293,986,2026-01-19 18:46:44
1463,3,293,766,2026-01-20 08:38:36
1464,4,293,289,2026-01-20 04:26:20
1465,5,293,672,2026-01-19 23:45:23
1466,1,294,701,2026-01-20 11:09:19
1467,2,294,296,2026-01-20 11:33:45
1468,3,294,223,2026-01-20 02:19:14
1469,4,294,224,2026-01-20 11:06:05
1470,5,294,811,2026-01-20 07:03:49
1471,1,295,633,2026-01-20 03:52:41
1472,2,295,435,2026-01-19 20:34:26
1473,3,295,251,2026-01-19 23:10:21
1474,4,295,243,2026-01-20 06:59:11
1475,5,295,231,2026-01-19 20:48:43
1476,1,296,803,2026-01-20 04:26:52
1477,2,296,-77,2026-01-20 14:06:30
1478,3,296,168,2026-01-19 17:03:07
1479,4,296,360,2026-01-20 03:08:02
1480,5,296,700,2026-01-19 20:27:52
1481,1,297,872,2026-01-19 18:59:01
1482,2,297,397,2026-01-20 07:07:44
1483,3,297,911,2026-01-20 00:19:44
1484,4,297,81,2026-01-20 09:13:36
1485,5,297,751,2026-01-19 18:24:21
1486,1,298,343,2026-01-19 18:17:33
1487,2,298,564,2026-01-20 13:47:46
1488,3,298,722,2026-01-20 05:57:07
1489,4,298,448,2026-01-20 13:07:34
1490,5,298,488,2026-01-20 08:45:48
1491,1,299,219,2026-01-20 14:01:59
1492,2,299,374,2026-01-20 14:54:48
1493,3,299,40,2026-01-19 17:57:21
1494,4,299,829,2026-01-19 20:38:38
1495,5,299,919,2026-01-20 13:34:37
1496,1,300,553,2026-01-20 11:23:41
1497,2,300,932,2026-01-20 09:11:07
1498,3,300,563,2026-01-20 10:02:56
1499,4,300,402,2026-01-20 02:35:39
1500,5,300,703,2026-01-19 17:31:03
1501,1,301,206,2026-01-20 12:41:47
1502,2,301,559,2026-01-20 00:07:14
1503,3,301,49,2026-01-19 18:52:06
1504,4,301,403,2026-01-20 05:18:46
1505,5,301,215,2026-01-19 16:48:31
1506,1,302,533,2026-01-20 06:29:29
1507,2,302,784,2026-01-19 19:08:01
1508,3,302,101,2026-01-20 00:42:35
1509,4,302,230,2026-01-19 22:21:59
1510,5,302,168,2026-01-20 00:17:35
1511,1,303,448,2026-01-19 21:38:55
1512,2,303,760,2026-01-19 20:02:37
1513,3,303,455,2026-01-19 16:05:34
1514,4,303,455,2026-01-19 21:04:21
1515,5,303,520,2026-01-19 19:44:38
1516,1,304,838,2026-01-20 12:10:44
1517,2,304,219,2026-01-19 18:16:50
1518,3,304,184,2026-01-20 10:39:45
1519,4,304,698,2026-01-20 13:00:39
1520,5,304,722,2026-01-20 06:16:29
1521,1,305,38,2026-01-20 06:42:51
1522,2,305,764,2026-01-20 09:25:06
1523,3,305,919,2026-01-19 17:22:32
1524,4,305,712,2026-01-20 12:06:38
1525,5,305,579,2026-01-20 10:21:56
1526,1,306,0,2026-01-19 18:25:09
1527,2,306,720,2026-01-19 16:28:09
1528,3,306,312,2026-01-19 19:27:34
1529,4,306,908,2026-01-19 15:52:56
1530,5,306,167,2026-01-20 14:43:20
1531,1,307,792,2026-01-20 00:46:35
1532,2,307,-5,2026-01-20 14:07:39
1533,3,307,238,2026-01-19 23:34:20
1534,4,307,931,2026-01-20 13:59:01
1535,5,307,938,2026-01-20 04:51:42
1536,1,308,808,2026-01-20 06:18:57
1537,2,308,293,2026-01-20 00:34:50
1538,3,308,264,2026-01-20 01:07:10
1539,4,308,761,2026-01-19 20:07:09
1540,5,308,951,2026-01-19 22:41:24
1541,1,309,-48,2026-01-19 17:01:34
1542,2,309,673,2026-01-20 02:28:59
1543,3,309,716,2026-01-20 08:42:34
1544,4,309,176,2026-01-19 18:07:07
1545,5,309,848,2026-01-19 19:42:06
1546,1,310,-28,2026-01-20 11:46:21
1547,2,310,775,2026-01-20 10:37:50
1548,3,310,416,2026-01-20 14:01:27
1549,4,310,359,2026-01-20 05:20:15
1550,5,310,915,2026-01-19 18:44:37
1551,1,311,486,2026-01-20 09:14:05
1552,2,311,322,2026-01-20 05:51:43
1553,3,311,755,2026-01-19 22:36:38
1554,4,311,740,2026-01-20 03:55:43
1555,5,311,428,2026-01-19 23:18:43
1556,1,312,667,2026-01-20 00:02:14
1557,2,312,536,2026-01-20 01:40:36
1558,3,312,174,2026-01-20 08:04:13
1559,4,312,436,2026-01-19 17:25:48
1560,5,312,755,2026-01-20 10:48:03
1561,1,313,147,2026-01-19 15:24:53
1562,2,313,40,2026-01-20 00:37:05
1563,3,313,306,2026-01-20 00:16:44
1564,4,313,672,2026-01-19 17:27:35
1565,5,313,141,2026-01-19 22:19:48
1566,1,314,451,2026-01-19 22:05:04
1567,2,314,928,2026-01-20 08:19:32
1568,3,314,717,2026-01-19 18:42:25
1569,4,314,803,2026-01-20 02:16:07
1570,5,314,90,2026-01-19 17:51:07
1571,1,315,927,2026-01-20 03:41:30
1572,2,315,616,2026-01-20 12:31:07
1573,3,315,53,2026-01-19 17:21:26
1574,4,315,612,2026-01-19 15:26:32
1575,5,315,183,2026-01-19 17:01:10
1576,1,316,918,2026-01-20 13:09:28
1577,2,316,857,2026-01-20 02:43:46
1578,3,316,356,2026-01-20 14:26:23
1579,4,316,594,2026-01-20 01:28:59
1580,5,316,73,2026-01-19 19:28:44
1581,1,317,638,2026-01-20 00:52:55
1582,2,317,398,2026-01-20 09:47:06
1583,3,317,413,2026-01-19 21:30:00
1584,4,317,252,2026-01-19 15:53:40
1585,5,317,-7,2026-01-20 10:12:10
1586,1,318,839,2026-01-20 03:45:20
1587,2,318,833,2026-01-20 01:31:19
1588,3,318,544,2026-01-20 14:52:15
1589,4,318,384,2026-01-20 14:45:39
1590,5,318,445,2026-01-19 19:50:03
1591,1,319,717,2026-01-20 01:07:49
1592,2,319,498,2026-01-20 14:23:15
1593,3,319,32,2026-01-20 06:16:21
1594,4,319,598,2026-01-20 00:51:26
1595,5,319,744,2026-01-19 21:43:50
1596,1,320,852,2026-01-19 21:13:41
1597,2,320,238,2026-01-20 10:01:03
1598,3,320,648,2026-01-19 18:15:02
1599,4,320,540,2026-01-20 07:06:31
1600,5,320,79,2026-01-19 21:39:03
1601,1,321,401,2026-01-20 12:57:09
1602,2,321,543,2026-01-20 08:17:23
1603,3,321,254,2026-01-19 15:46:56
1604,4,321,657,2026-01-20 09:07:15
1605,5,321,710,2026-01-20 12:10:30
1606,1,322,266,2026-01-20 07:11:56
1607,2,322,544,2026-01-20 14:50:34
1608,3,322,577,2026-01-19 15:44:11
1609,4,322,79,2026-01-20 11:23:24
1610,5,322,942,2026-01-19 21:52:50
1611,1,323,938,2026-01-19 21:11:11
1612,2,323,613,2026-01-19 15:37:50
1613,3,323,644,2026-01-20 10:42:15
1614,4,323,7,2026-01-20 07:15:14
1615,5,323,542,2026-01-20 02:05:17
1616,1,324,267,2026-01-20 00:33:02
1617,2,324,98,2026-01-20 06:27:51
1618,3,324,335,2026-01-20 05:58:42
1619,4,324,416,2026-01-20 05:59:48
1620,5,324,883,2026-01-19 18:04:25
1621,1,325,476,2026-01-20 02:29:17
1622,2,325,819,2026-01-19 20:42:02
1623,3,325,297,2026-01-19 18:08:58
1624,4,325,106,2026-01-19 21:00:00
1625,5,325,991,2026-01-19 23:24:17
1626,1,326,91,2026-01-20 02:37:41
1627,2,326,118,2026-01-19 16:49:55
1628,3,326,500,2026-01-20 00:15:52
1629,4,326,113,2026-01-20 05:58:57
1630,5,326,552,2026-01-20 12:33:13
1631,1,327,636,2026-01-19 18:26:30
1632,2,327,318,2026-01-19 17:37:42
1633,3,327,9,2026-01-20 00:27:42
1634,4,327,777,2026-01-19 22:12:22
1635,5,327,380,2026-01-20 08:14:40
1636,1,328,390,2026-01-20 06:52:19
1637,2,328,391,2026-01-19 22:59:12
1638,3,328,460,2026-01-20 04:39:23
1639,4,328,968,2026-01-20 05:17:50
1640,5,328,375,2026-01-20 12:25:10
1641,1,329,444,2026-01-20 09:30:09
1642,2,329,756,2026-01-20 01:34:20
1643,3,329,104,2026-01-20 01:06:01
1644,4,329,651,2026-01-20 10:19:43
1645,5,329,754,2026-01-19 18:42:22
1646,1,330,961,2026-01-20 03:52:11
1647,2,330,51,2026-01-19 19:15:42
1648,3,330,462,2026-01-19 18:21:14
1649,4,330,848,2026-01-20 11:15:12
1650,5,330,377,2026-01-20 13:15:21
1651,1,331,733,2026-01-20 01:42:55
1652,2,331,822,2026-01-19 18:51:14
1653,3,331,213,2026-01-20 13:54:34
1654,4,331,354,2026-01-20 05:17:13
1655,5,331,430,2026-01-19 23:15:21
1656,1,332,304,2026-01-20 10:34:50
1657,2,332,987,2026-01-19 15:24:32
1658,3,332,390,2026-01-19 16:15:20
1659,4,332,117,2026-01-20 04:31:03
1660,5,332,226,2026-01-20 02:08:03
1661,1,333,904,2026-01-20 10:46:51
1662,2,333,278,2026-01-20 06:15:52
1663,3,333,604,2026-01-19 22:27:59
1664,4,333,971,2026-01-19 19:07:04
1665,5,333,209,2026-01-20 11:54:18
1666,1,334,467,2026-01-19 22:19:21
1667,2,334,357,2026-01-19 15:05:48
1668,3,334,483,2026-01-20 13:27:42
1669,4,334,293,2026-01-19 19:54:23
1670,5,334,57,2026-01-20 06:17:13
1671,1,335,411,2026-01-19 17:55:50
1672,2,335,-60,2026-01-20 14:29:29
1673,3,335,502,2026-01-19 17:33:32
1674,4,335,667,2026-01-19 19:30:38
1675,5,335,577,2026-01-19 23:15:51
1676,1,336,354,2026-01-19 20:04:10
1677,2,336,670,2026-01-19 15:07:30
1678,3,336,358,2026-01-19 22:07:53
1679,4,336,875,2026-01-19 17:31:34
1680,5,336,221,2026-01-20 02:26:40
1681,1,337,394,2026-01-20 12:38:56
1682,2,337,-97,2026-01-19 20:07:49
1683,3,337,858,2026-01-20 09:40:26
1684,4,337,500,2026-01-19 19:21:38
1685,5,337,858,2026-01-19 23:21:24
1686,1,338,883,2026-01-20 09:00:18
1687,2,338,501,2026-01-20 09:18:35
1688,3,338,346,2026-01-20 04:41:48
1689,4,338,616,2026-01-20 12:27:02
1690,5,338,39,2026-01-20 10:31:00
1691,1,339,211,2026-01-20 10:07:42
1692,2,339,397,2026-01-19 22:15:49
1693,3,339,433,2026-01-19 16:37:11
1694,4,339,924,2026-01-20 02:54:08
1695,5,339,655,2026-01-20 01:14:09
1696,1,340,120,2026-01-20 07:32:21
1697,2,340,464,2026-01-20 01:02:15
1698,3,340,660,2026-01-20 10:26:14
1699,4,340,968,2026-01-19 23:26:43
1700,5,340,791,2026-01-19 17:43:42
1701,1,341,78,2026-01-20 01:29:24
1702,2,341,934,2026-01-19 18:46:40
1703,3,341,967,2026-01-19 17:44:17
1704,4,341,673,2026-01-20 05:03:58
1705,5,341,970,2026-01-20 12:45:43
1706,1,342,149,2026-01-20 00:36:20
1707,2,342,440,2026-01-19 16:30:18
1708,3,342,236,2026-01-19 15:37:11
1709,4,342,814,2026-01-20 09:32:17
1710,5,342,155,2026-01-20 09:38:18
1711,1,343,120,2026-01-20 04:43:38
1712,2,343,55,2026-01-20 08:18:49
1713,3,343,819,2026-01-19 19:28:01
1714,4,343,759,2026-01-20 12:27:02
1715,5,343,913,2026-01-19 16:49:29
1716,1,344,932,2026-01-20 13:45:58
1717,2,344,719,2026-01-20 01:03:09
1718,3,344,398,2026-01-19 16:22:02
1719,4,344,343,2026-01-20 08:16:49
1720,5,344,151,2026-01-20 04:30:55
1721,1,345,741,2026-01-20 02:28:12
1722,2,345,313,2026-01-20 14:47:45
1723,3,345,286,2026-01-20 12:42:20
1724,4,345,304,2026-01-20 03:35:14
1725,5,345,203,2026-01-20 04:05:36
1726,1,346,602,2026-01-20 00:08:45
1727,2,346,84,2026-01-20 08:41:31
1728,3,346,915,2026-01-20 00:59:10
1729,4,346,23,2026-01-20 03:02:33
1730,5,346,681,2026-01-20 10:59:23
1731,1,347,793,2026-01-20 01:40:34
1732,2,347,43,2026-01-20 14:07:51
1733,3,347,280,2026-01-19 22:16:19
1734,4,347,38,2026-01-20 14:47:39
1735,5,347,623,2026-01-20 00:56:27
1736,1,348,63,2026-01-20 00:55:44
1737,2,348,132,2026-01-20 13:44:47
1738,3,348,797,2026-01-20 09:19:35
1739,4,348,76,2026-01-20 07:54:48
1740,5,348,981,2026-01-20 13:01:48
1741,1,349,278,2026-01-20 14:56:50
1742,2,349,895,2026-01-20 13:33:51
1743,3,349,790,2026-01-20 06:27:48
1744,4,349,638,2026-01-19 23:07:25
1745,5,349,468,2026-01-19 18:40:07
1746,1,350,549,2026-01-20 11:26:50
1747,2,350,565,2026-01-20 04:16:11
1748,3,350,237,2026-01-19 21:56:26
1749,4,350,208,2026-01-19 20:57:52
1750,5,350,578,2026-01-19 22:14:19
1751,1,351,288,2026-01-20 08:51:09
1752,2,351,505,2026-01-20 08:32:32
1753,3,351,35,2026-01-19 21:25:17
1754,4,351,146,2026-01-19 15:33:23
1755,5,351,408,2026-01-19 18:07:55
1756,1,352,960,2026-01-19 15:26:24
1757,2,352,-34,2026-01-20 13:13:14
1758,3,352,434,2026-01-19 17:48:54
1759,4,352,883,2026-01-20 09:41:43
1760,5,352,363,2026-01-19 23:12:47
1761,1,353,380,2026-01-19 20:48:38
1762,2,353,182,2026-01-20 00:41:32
1763,3,353,543,2026-01-20 14:31:02
1764,4,353,147,2026-01-19 17:06:22
1765,5,353,668,2026-01-19 23:06:44
1766,1,354,251,2026-01-19 23:02:28
1767,2,354,248,2026-01-19 18:22:42
1768,3,354,814,2026-01-19 17:56:01
1769,4,354,268,2026-01-20 01:10:09
1770,5,354,467,2026-01-20 11:34:02
1771,1,355,908,2026-01-20 12:42:38
1772,2,355,763,2026-01-20 07:28:12
1773,3,355,326,2026-01-20 03:47:02
1774,4,355,34,2026-01-19 20:23:56
1775,5,355,393,2026-01-20 14:43:00
1776,1,356,228,2026-01-20 03:30:40
1777,2,356,906,2026-01-20 11:23:36
1778,3,356,311,2026-01-19 23:49:03
1779,4,356,83,2026-01-19 16:26:32
1780,5,356,583,2026-01-20 02:51:27
1781,1,357,407,2026-01-20 06:28:16
1782,2,357,405,2026-01-20 01:14:45
1783,3,357,816,2026-01-19 22:17:49
1784,4,357,892,2026-01-20 01:04:52
1785,5,357,120,2026-01-19 20:18:14
1786,1,358,447,2026-01-20 10:17:42
1787,2,358,690,2026-01-19 21:58:59
1788,3,358,435,2026-01-20 10:18:08
1789,4,358,15,2026-01-20 08:46:04
1790,5,358,745,2026-01-19 19:15:50
1791,1,359,465,2026-01-19 22:12:41
1792,2,359,316,2026-01-20 02:39:06
1793,3,359,284,2026-01-20 11:27:29
1794,4,359,-32,2026-01-20 04:23:12
1795,5,359,790,2026-01-20 13:57:10
1796,1,360,406,2026-01-20 12:32:01
1797,2,360,136,2026-01-20 05:40:08
1798,3,360,193,2026-01-20 09:15:28
1799,4,360,669,2026-01-20 12:25:21
1800,5,360,210,2026-01-20 00:10:13
1801,1,361,312,2026-01-20 05:36:46
1802,2,361,565,2026-01-19 23:18:30
1803,3,361,469,2026-01-20 14:44:25
1804,4,361,941,2026-01-19 19:25:13
1805,5,361,837,2026-01-20 11:18:13
1806,1,362,758,2026-01-20 09:31:07
1807,2,362,740,2026-01-20 02:36:24
1808,3,362,375,2026-01-20 03:37:33
1809,4,362,-83,2026-01-20 06:24:24
1810,5,362,127,2026-01-20 13:58:10
1811,1,363,319,2026-01-20 03:49:55
1812,2,363,133,2026-01-20 02:26:45
1813,3,363,974,2026-01-19 21:37:45
1814,4,363,227,2026-01-20 11:52:26
1815,5,363,23,2026-01-20 03:03:06
1816,1,364,457,2026-01-20 09:33:35
1817,2,364,793,2026-01-20 10:33:08
1818,3,364,39,2026-01-20 07:02:03
1819,4,364,32,2026-01-19 16:57:31
1820,5,364,307,2026-01-20 01:47:51
1821,1,365,793,2026-01-20 02:38:13
1822,2,365,800,2026-01-20 06:38:10
1823,3,365,308,2026-01-20 14:41:51
1824,4,365,216,2026-01-20 08:37:25
1825,5,365,940,2026-01-20 06:34:17
1826,1,366,428,2026-01-19 22:05:40
1827,2,366,478,2026-01-20 12:22:28
1828,3,366,985,2026-01-20 13:10:55
1829,4,366,336,2026-01-20 00:38:28
1830,5,366,223,2026-01-19 19:35:02
1831,1,367,385,2026-01-19 21:21:13
1832,2,367,798,2026-01-20 03:35:57
1833,3,367,575,2026-01-19 20:29:35
1834,4,367,554,2026-01-20 13:11:11
1835,5,367,669,2026-01-19 20:27:53
1836,1,368,998,2026-01-20 02:02:07
1837,2,368,264,2026-01-20 09:25:05
1838,3,368,221,2026-01-20 00:14:07
1839,4,368,345,2026-01-19 14:59:56
1840,5,368,674,2026-01-19 20:27:19
1841,1,369,574,2026-01-19 19:10:41
1842,2,369,905,2026-01-20 12:04:18
1843,3,369,211,2026-01-20 05:13:17
1844,4,369,187,2026-01-19 16:26:17
1845,5,369,159,2026-01-20 14:32:03
1846,1,370,118,2026-01-20 10:44:42
1847,2,370,55,2026-01-19 18:54:41
1848,3,370,840,2026-01-19 21:16:44
1849,4,370,782,2026-01-19 15:12:39
1850,5,370,833,2026-01-19 20:32:25
1851,1,371,236,2026-01-20 12:16:16
1852,2,371,367,2026-01-20 12:42:33
1853,3,371,884,2026-01-19 17:04:23
1854,4,371,963,2026-01-20 06:18:32
1855,5,371,302,2026-01-19 18:39:02
1856,1,372,14,2026-01-19 16:59:46
1857,2,372,835,2026-01-20 00:11:27
1858,3,372,673,2026-01-19 22:17:32
1859,4,372,626,2026-01-20 13:16:16
1860,5,372,769,2026-01-19 19:19:49
1861,1,373,324,2026-01-20 00:46:33
1862,2,373,636,2026-01-20 00:08:15
1863,3,373,617,2026-01-20 14:25:20
1864,4,373,147,2026-01-20 08:06:24
1865,5,373,707,2026-01-20 09:13:04
1866,1,374,218,2026-01-20 12:39:22
1867,2,374,-11,2026-01-20 11:10:18
1868,3,374,501,2026-01-20 07:14:42
1869,4,374,841,2026-01-20 03:18:54
1870,5,374,262,2026-01-20 03:08:41
1871,1,375,581,2026-01-19 20:27:20
1872,2,375,994,2026-01-19 15:26:03
1873,3,375,461,2026-01-19 15:35:11
1874,4,375,701,2026-01-20 04:02:53
1875,5,375,113,2026-01-19 21:03:52
1876,1,376,350,2026-01-20 09:01:54
1877,2,376,96,2026-01-19 18:33:56
1878,3,376,98,2026-01-19 20:10:35
1879,4,376,933,2026-01-20 06:52:38
1880,5,376,727,2026-01-20 10:42:53
1881,1,377,172,2026-01-20 03:53:24
1882,2,377,269,2026-01-19 20:09:05
1883,3,377,396,2026-01-19 21:48:44
1884,4,377,979,2026-01-20 11:19:20
1885,5,377,480,2026-01-20 01:44:49
1886,1,378,179,2026-01-20 07:41:14
1887,2,378,916,2026-01-20 05:25:57
1888,3,378,917,2026-01-20 06:38:44
1889,4,378,549,2026-01-19 16:13:57
1890,5,378,492,2026-01-20 07:29:40
1891,1,379,285,2026-01-19 16:50:09
1892,2,379,281,2026-01-19 23:11:20
1893,3,379,20,2026-01-20 09:21:26
1894,4,379,207,2026-01-20 00:19:33
1895,5,379,555,2026-01-19 16:30:32
1896,1,380,760,2026-01-19 19:47:46
1897,2,380,54,2026-01-20 00:51:57
1898,3,380,933,2026-01-20 12:01:14
1899,4,380,464,2026-01-20 04:48:03
1900,5,380,335,2026-01-20 07:36:04
1901,1,381,245,2026-01-19 22:59:10
1902,2,381,885,2026-01-20 08:37:44
1903,3,381,234,2026-01-20 13:08:06
1904,4,381,239,2026-01-20 03:04:53
1905,5,381,754,2026-01-20 03:14:36
1906,1,382,36,2026-01-20 09:49:48
1907,2,382,735,2026-01-20 01:23:46
1908,3,382,42,2026-01-20 04:49:12
1909,4,382,413,2026-01-19 18:38:48
1910,5,382,403,2026-01-19 18:04:19
1911,1,383,383,2026-01-20 08:56:19
1912,2,383,368,2026-01-20 14:30:29
1913,3,383,551,2026-01-19 22:57:45
1914,4,383,856,2026-01-20 08:04:50
1915,5,383,859,2026-01-20 05:40:23
1916,1,384,934,2026-01-20 09:27:30
1917,2,384,220,2026-01-19 17:46:13
1918,3,384,157,2026-01-19 16:47:33
1919,4,384,74,2026-01-19 22:08:26
1920,5,384,610,2026-01-19 15:50:52
1921,1,385,294,2026-01-19 16:12:42
1922,2,385,-41,2026-01-20 00:56:49
1923,3,385,197,2026-01-20 05:53:27
1924,4,385,966,2026-01-19 21:17:43
1925,5,385,737,2026-01-19 17:36:27
1926,1,386,156,2026-01-20 06:01:14
1927,2,386,532,2026-01-20 03:55:49
1928,3,386,893,2026-01-19 15:53:30
1929,4,386,65,2026-01-19 18:51:22
1930,5,386,891,2026-01-19 16:36:46
1931,1,387,937,2026-01-19 16:40:07
1932,2,387,399,2026-01-20 05:11:11
1933,3,387,521,2026-01-20 01:01:41
1934,4,387,943,2026-01-19 15:14:56
1935,5,387,221,2026-01-19 17:35:49
1936,1,388,583,2026-01-19 17:27:28
1937,2,388,840,2026-01-20 01:06:58
1938,3,388,376,2026-01-20 00:59:40
1939,4,388,928,2026-01-20 09:48:08
1940,5,388,283,2026-01-20 08:21:03
1941,1,389,636,2026-01-19 15:32:19
1942,2,389,359,2026-01-19 20:00:45
1943,3,389,612,2026-01-20 11:52:30
1944,4,389,464,2026-01-19 22:09:09
1945,5,389,798,2026-01-19 16:09:53
1946,1,390,478,2026-01-20 02:31:38
1947,2,390,631,2026-01-20 13:15:16
1948,3,390,113,2026-01-19 19:51:02
1949,4,390,293,2026-01-20 10:31:28
1950,5,390,137,2026-01-20 07:02:44
1951,1,391,318,2026-01-19 17:50:04
1952,2,391,256,2026-01-20 04:00:17
1953,3,391,344,2026-01-19 23:57:17
1954,4,391,981,2026-01-20 11:46:27
1955,5,391,972,2026-01-20 14:42:37
1956,1,392,585,2026-01-20 08:13:10
1957,2,392,454,2026-01-20 00:01:03
1958,3,392,931,2026-01-20 10:47:42
1959,4,392,912,2026-01-20 14:02:50
1960,5,392,733,2026-01-20 11:16:03
1961,1,393,840,2026-01-19 21:55:43
1962,2,393,911,2026-01-20 00:59:53
1963,3,393,642,2026-01-20 10:23:27
1964,4,393,127,2026-01-19 23:05:15
1965,5,393,677,2026-01-20 07:46:41
1966,1,394,884,2026-01-19 21:50:12
1967,2,394,96,2026-01-19 17:49:45
1968,3,394,157,2026-01-19 19:15:12
1969,4,394,316,2026-01-20 11:49:59
1970,5,394,187,2026-01-20 00:34:03
1971,1,395,108,2026-01-20 00:03:59
1972,2,395,167,2026-01-19 19:15:30
1973,3,395,35,2026-01-19 18:41:19
1974,4,395,416,2026-01-19 16:04:46
1975,5,395,296,2026-01-20 12:32:09
1976,1,396,652,2026-01-20 14:41:44
1977,2,396,997,2026-01-19 16:15:23
1978,3,396,591,2026-01-20 13:56:39
1979,4,396,201,2026-01-19 20:04:14
1980,5,396,721,2026-01-19 23:04:10
1981,1,397,209,2026-01-19 15:17:29
1982,2,397,257,2026-01-20 08:34:40
1983,3,397,989,2026-01-19 22:36:15
1984,4,397,797,2026-01-19 21:16:00
1985,5,397,681,2026-01-20 00:55:20
1986,1,398,165,2026-01-20 07:49:49
1987,2,398,510,2026-01-20 03:55:56
1988,3,398,720,2026-01-20 09:27:41
1989,4,398,260,2026-01-20 03:21:10
1990,5,398,189,2026-01-19 20:40:05
1991,1,399,456,2026-01-20 07:37:09
1992,2,399,983,2026-01-19 16:35:14
1993,3,399,177,2026-01-19 20:46:45
1994,4,399,49,2026-01-19 17:17:53
1995,5,399,949,2026-01-20 07:47:06
1996,1,400,802,2026-01-20 07:46:27
1997,2,400,304,2026-01-20 13:44:32
1998,3,400,597,2026-01-20 05:31:27
1999,4,400,412,2026-01-20 12:56:17
2000,5,400,152,2026-01-20 03:55:20
2001,1,401,261,2026-01-20 14:28:39
2002,2,401,648,2026-01-20 09:53:56
2003,3,401,581,2026-01-19 17:18:34
2004,4,401,645,2026-01-19 21:47:49
2005,5,401,737,2026-01-19 19:48:06
2006,1,402,694,2026-01-19 19:31:48
2007,2,402,371,2026-01-20 05:12:31
2008,3,402,752,2026-01-20 13:50:56
