batch_id,medicine_id,batch_number,manufacturing_date,expiry_date,import_price
378,95,FVCMIJIS2J,2021-07-07,2027-11-20,29.128949149627758
379,95,HS0JLP5NNN,2023-08-09,2026-11-11,20.174097774271353
380,95,WKR4NJ38XW,2020-12-14,2027-04-08,20.929823194108884
381,96,ANY2ZZ3ULG,2020-10-31,2024-07-30,95.98268785116841
382,96,LQZHIVT3NM,2021-04-10,2027-10-15,88.1626816587213
383,96,IAZFMEUTGX,2020-03-24,2027-07-12,35.629889092370185
384,96,513TX2CQWF,2022-05-11,2026-10-23,37.59428957892903
385,97,RK4EU9HOSK,2020-08-19,2027-01-13,23.776681811931642
386,97,JAEGLDDC9P,2022-09-04,2024-10-07,72.07296329861582
387,97,AAQT1JCAKH,2022-02-18,2026-08-13,49.81209882392627
388,97,CHBRDV9DJU,2022-09-23,2027-06-18,78.18255130721005
389,98,YG5ZZUDHHB,2020-05-05,2026-04-11,65.87900446179472
390,98,UXMY4GOGJZ,2021-04-21,2027-02-04,81.88044220586092
391,98,BQ4JT59YEH,2023-02-01,2025-08-14,29.681848535985424
392,98,YEZCWMBPTX,2022-02-04,2026-07-03,99.94060123680615
393,99,I2KWYJTU6M,2021-08-04,2027-04-19,51.79934082408882
394,99,DFDOYJQMKL,2021-01-09,2024-09-28,10.205631529154791
395,99,TLH6ZQO8CC,2022-03-29,2026-02-26,83.65691247246797
396,99,CAJT6ZA9KC,2023-11-27,2024-10-16,25.511066791882765
397,100,WNGQQMK4HD,2023-04-24,2026-10-24,95.88997004947142
398,100,Q7TAHPU0FS,2023-06-30,2026-06-16,48.702972416695594
399,100,HAI9YJSIQC,2021-02-10,2026-12-23,37.7274388646864
400,100,COLMVCMTUN,2021-05-15,2025-05-08,41.60173300419016
401,101,PS1RR6VXQS,2020-05-30,2026-10-07,90.36521472255585
402,101,WXZZ0YPPFE,2020-03-11,2027-07-27,56.11535404570186
403,101,EYAYIKLQTH,2020-11-18,2024-02-11,94.88954566148527
404,101,UXYROQ3J2Z,2022-12-19,2025-09-17,86.34505175849554
405,102,HLCGBVCLV0,2023-02-14,2025-08-08,29.858145943461746
406,102,AGPNAJTYJI,2020-02-21,2024-10-20,59.2645500205689
407,102,MCCGPYAVMM,2021-11-21,2027-05-28,88.91416803981453
408,102,IJSQEJEY60,2020-01-26,2026-08-20,38.967100897925974
409,103,3U1ZMPBHJQ,2020-06-08,2026-06-06,65.0219109680979
410,103,PSOYMHDPBQ,2020-05-29,2024-11-04,88.05430880429752
411,103,V0FEP5AXAZ,2020-10-30,2025-12-12,1.3337173796652948
412,103,A8OICKWJVL,2022-03-03,2026-11-04,15.305428996856758
413,104,V0FGGAPC3F,2020-07-10,2026-04-12,60.12317932129615
414,104,XATRFOTPJW,2023-03-14,2027-08-25,88.00421784539874
415,104,MIEAUTDAYI,2023-08-30,2024-07-12,29.213100562257086
416,104,VYLZT8KBQS,2023-03-09,2025-12-09,48.99469142091078
417,105,CCCSNQATHW,2023-10-28,2027-05-03,42.16384351953586
418,105,45GGXJOAYK,2020-12-15,2024-12-28,78.602093486095
419,105,IWWMFRCOEM,2023-01-10,2024-04-02,46.837820179761906
420,105,4ZMLAECCRF,2022-10-19,2026-10-19,47.343997339693615
421,106,VFAIWOEVMC,2023-01-16,2024-01-11,83.53326556120365
422,106,QBEVDM8KND,2022-05-19,2025-09-30,39.473744219487486
423,106,JAW4Q1VOMF,2020-10-11,2025-06-02,56.76354552092515
424,106,BDA0GKRU2A,2020-07-28,2027-02-01,88.6702682502678
425,107,RLZJXQEVHH,2021-02-08,2027-08-16,65.75637821648886
426,107,XQATBBZ5PM,2023-03-27,2026-10-21,55.576285384126585
427,107,Y9I0QCV4CB,2021-09-03,2025-06-17,43.46243386628702
428,107,933JKBYZES,2022-08-18,2026-05-28,91.85981219457628
429,108,IKBPWXF1AJ,2021-12-29,2026-11-11,2.5349117179753446
430,108,UDPEREW0RZ,2023-01-20,2027-07-08,83.90907562889909
431,108,EIIYYRVYSD,2022-07-23,2025-07-10,79.04530036362361
432,108,XEHVBWVSDW,2022-08-31,2025-10-19,88.53664983373828
433,109,EHONOJ7UZF,2021-01-28,2025-04-07,25.467870073803716
434,109,9EHOC955M7,2022-11-01,2025-10-11,61.6935850615321
435,109,KIRCZMU3IP,2022-03-19,2026-10-10,43.62436712303862
436,109,82GRMBA3YW,2020-04-16,2027-02-09,83.68199059221877
437,110,WFL3BBMCRR,2021-06-17,2026-03-17,40.22211081374241
438,110,3GTLS5TZJF,2020-08-15,2026-03-21,2.500477752887016
439,110,UGM4XOVIKG,2023-04-25,2027-06-04,26.03968497619104
440,110,EZMAOY1XIG,2021-03-06,2026-07-19,31.25185723697232
441,111,OIZXR3FJQG,2022-05-04,2027-01-02,31.116013733274823
442,111,IG89AOASQZ,2023-11-04,2025-07-25,49.691049928155365
443,111,XENIIAIY8F,2023-12-07,2025-08-21,89.3722592321309
444,111,O7I23EX5IF,2023-01-31,2025-07-15,74.2541610992463
445,112,EUFBHVFAHE,2021-09-10,2027-08-03,17.188386028331195
446,112,RPTOACXJEG,2021-02-27,2027-03-25,46.69171056845357
447,112,B1KSFK5WRO,2023-12-17,2025-07-19,92.53214726464225
448,112,NS4XSVDDVE,2021-04-13,2024-05-08,6.921669641866035
449,113,HBKNRE0MOS,2023-03-19,2025-09-07,8.944356390297344
450,113,RWETCA6J7B,2023-01-17,2026-05-15,42.526790926463974
451,113,COU7UNLOZN,2020-12-17,2026-09-03,26.784595381397224
452,113,ZTEGWTFJAN,2021-09-19,2026-11-25,77.3169117149317
453,114,RWHJF8IMD2,2022-10-10,2026-11-11,86.68250069244299
454,114,UZOO1YIDDT,2022-04-05,2025-06-05,43.734173375415374
455,114,PWGZTKX33E,2021-07-16,2024-10-24,93.68696072388235
456,114,GU6YFC5J8R,2023-02-26,2024-01-25,90.99212057211805
457,115,OW1B3ZYTHF,2021-02-12,2024-08-07,1.6239625381899752
458,115,R8FF8NNLR5,2022-03-25,2027-02-20,76.07208538505675
459,115,QCUGTFZROG,2023-01-29,2025-08-06,72.12695246987091
460,115,39WVDACSHI,2020-03-16,2026-12-01,91.98356043660618
461,116,C0S7VF8U5F,2020-02-13,2026-06-14,17.372205421960288
462,116,VZG60T8L5U,2023-10-28,2024-08-20,67.21937757914442
463,116,9YYPTCD83H,2021-07-05,2027-02-07,71.37782285975646
464,116,DQOQWROYU2,2021-11-30,2025-03-21,27.231350206992857
465,117,GTOFA1ZE85,2023-05-16,2027-07-01,19.073252476318345
466,117,K1MSEZEQFW,2022-02-20,2027-10-06,13.50234044664574
467,117,UVRLNHNUQX,2022-05-24,2024-06-07,67.77912980045082
468,117,JNXXEWOKLC,2022-02-24,2025-04-03,58.01126124974902
469,118,4LESFNCGIR,2020-08-13,2026-07-31,74.00372929876151
470,118,CU1LT0QTCW,2020-05-22,2026-07-18,31.134225142922492
471,118,NHPINF69GV,2021-04-07,2024-01-17,91.10709868450351
472,118,CUJDA6XSLE,2023-07-15,2025-09-30,84.03022515548523
473,119,HNGQCDMEVJ,2022-12-07,2024-12-18,52.47027036563909
474,119,XT8TOJ6S6O,2022-07-29,2024-03-24,68.93585047214248
475,119,6NTGMWUDC7,2022-07-17,2025-02-05,33.38059109393286
476,119,LPEDQEZ6IB,2023-01-21,2024-03-24,52.93818746223554
477,120,EDRX2RLJTJ,2022-02-26,2025-05-19,71.52472524481902
478,120,K0MM3HHOTL,2022-02-20,2026-01-22,11.178047529357514
479,120,P8HKB5EI8A,2020-04-16,2027-10-06,40.955873216872504
480,120,L4NIG8ZPPK,2023-04-25,2026-11-27,20.02727381496182
481,121,MTGH5GTLCE,2022-09-30,2024-08-31,61.19364599099483
482,121,RMOLS6VFRI,2022-11-11,2024-04-12,3.9597449436804624
483,121,0EZS0STXK6,2021-11-29,2025-11-25,25.67602617593239
484,121,KKVBUXGP1P,2023-01-30,2026-10-01,30.2150603728008
485,122,KMXMTTHWCL,2021-03-19,2026-06-14,2.2170965360632575
486,122,HNOJLLUNOI,2023-02-11,2024-05-19,40.818545254363094
487,122,LHHYC7TVJC,2020-02-20,2026-05-29,86.1702708484583
488,122,CRFOY6FXE1,2021-12-19,2027-01-10,92.58132762979461
489,123,SGBFA4XTYB,2020-04-17,2026-06-19,26.747755107190674
490,123,7PJDB0BA1P,2020-06-12,2025-05-22,67.40736844816196
491,123,QAQ8WQWSWY,2020-09-25,2026-07-28,20.04137561326415
492,123,IZUVF4TFLR,2023-10-28,2025-11-16,64.24030361305404
493,124,FGL8O4QKMI,2022-01-01,2027-02-16,68.09104559895717
494,124,V95JNGSV2T,2021-02-23,2024-02-26,41.40236611711575
495,124,OHACBTRCSO,2023-05-03,2024-02-20,53.25128080906561
496,124,TKDS5INRVJ,2023-05-27,2027-03-14,48.9781401572121
497,125,YHXFZWBQAI,2023-10-17,2026-09-26,9.247267132220534
498,125,FSKDNG26HU,2023-03-16,2027-05-22,73.06997866286876
499,125,RSLELF9VYG,2023-07-26,2025-02-23,5.419806507775907
500,125,URE7HVRHWD,2021-08-12,2026-10-15,23.609172329472802
501,126,J9H5WJPSZ2,2022-05-30,2024-07-22,21.86028557973036
502,126,DWVMAWYHUO,2022-03-18,2026-08-11,69.74902650924612
503,126,CSP7EYDFNF,2023-11-25,2025-11-08,71.53792627999604
504,126,NS2Q8XKBYM,2020-04-08,2024-10-15,24.545338198525748
505,127,ZCFIJBAAPS,2020-09-07,2026-10-05,90.46185766437851
506,127,V13M9NTF8C,2021-06-05,2024-04-09,47.46976391348289
507,127,HMLYHYJEUZ,2020-08-06,2027-06-26,20.87665520989912
508,127,I8XNP5HJ9M,2021-05-06,2025-08-26,18.958208581834402
509,128,6BSATPOWUM,2020-07-06,2024-12-24,6.822320392352493
510,128,J8ZIG5IRKU,2022-10-06,2026-04-16,51.417901203917936
511,128,YVU3SN7PI4,2022-09-13,2024-01-21,79.15141061639034
512,128,SBO6OT7HPN,2021-06-16,2027-03-05,85.86924239788539
513,129,VTZFQ2PL7P,2023-02-07,2026-12-05,49.04121171512338
514,129,BDTDGO4OXI,2020-12-22,2026-05-18,67.05212968472395
515,129,RY0Y6PCTBO,2020-05-07,2025-07-19,31.04135766154752
516,129,YFFZ8UE0QR,2020-02-22,2025-05-04,60.96969298431401
517,130,EYEKB6STOI,2023-06-04,2026-12-27,7.206158081955003
518,130,8VVE4DYVOA,2022-11-17,2025-01-07,29.295795198067825
519,130,NY05IL9KYZ,2022-10-09,2027-06-06,56.51672351527179
520,130,4ZUKKKTEUX,2021-05-14,2026-05-18,81.36384806724598
521,131,MLFLUVUGHM,2022-07-13,2024-05-31,62.51901300521857
522,131,0D76AMQTWI,2023-04-25,2025-10-13,11.074776618815186
523,131,0OC4HIIDAN,2023-01-02,2024-11-20,77.48917426584319
524,131,XC2WL0DP2J,2020-03-21,2025-09-11,67.81697722190435
525,132,IIMTC1RPFP,2022-07-30,2024-01-19,64.09490807783664
526,132,OJ4SOMQEJG,2020-07-18,2026-01-26,67.27494862706868
527,132,MJI7DWVV0D,2022-02-17,2026-08-16,91.26913698794688
528,132,L9JD90II9P,2023-02-12,2027-08-26,22.593264341592945
529,133,OCTH3GU5CH,2021-08-07,2027-04-24,47.12894473639115
530,133,YGR8MNYCVG,2021-05-27,2027-01-06,66.83452076666477
531,133,MB18J8U347,2023-02-09,2027-10-05,96.9815167280415
532,133,QPYGME9LCA,2023-02-09,2027-02-15,15.925390905958249
533,134,SY0AYCBMSD,2023-10-24,2025-06-07,30.641324287775582
534,134,LPEXCWSK7I,2023-06-19,2024-11-21,62.11833056116878
535,134,PVTRBX45OJ,2022-12-30,2024-05-07,34.47747292321456
536,134,LXITMJ0T2P,2022-01-01,2026-08-12,48.00478011363718
537,135,VGPOQLBCKP,2021-07-09,2027-03-28,35.934300642844065
538,135,D7LERL7CMC,2020-08-26,2025-05-20,81.7417774310802
539,135,YQWJ1HALRQ,2022-04-18,2026-02-13,39.6936111412772
540,135,X0MQEBYINC,2021-01-06,2026-05-23,93.8491724097433
541,136,9P1NXJG4WP,2022-01-01,2026-12-02,12.813959409729387
542,136,RDLV5BSPID,2023-11-24,2026-08-16,19.27820890916226
543,136,POQ4W3QZB4,2023-07-11,2027-01-05,53.34962865753244
544,136,ZEKVYEDWBT,2023-09-18,2027-04-15,87.71572461341461
545,137,FGVCJYKUCV,2022-05-19,2025-01-01,64.5105408404689
546,137,TPLX3IOR9N,2020-01-30,2024-06-26,94.0024923569241
547,137,NENDJCIPBI,2023-08-25,2024-12-15,26.210194762301352
548,137,SJICZJJ1BY,2022-06-01,2024-02-09,18.882894440815452
549,138,QVSZQQNZ8K,2020-04-24,2025-12-07,6.659930996444931
550,138,PP0YK44IWS,2022-03-29,2027-01-02,72.3010383985327
551,138,AQLYR4RRGK,2020-03-10,2025-02-22,13.192622975790593
552,138,T4J7AIZDR8,2023-04-10,2024-06-05,59.21835900732079
553,139,REORRLVIJ8,2023-02-28,2027-03-15,66.54539328322784
554,139,BNVMMGA3QD,2022-03-27,2027-05-22,45.124757464172816
555,139,MLUZQXDVWZ,2021-06-18,2024-07-19,75.48132750562777
556,139,T0EZBTNSYX,2020-04-14,2027-08-26,54.23402084272212
557,140,PNDXGBB2VZ,2020-11-23,2025-06-05,71.93090866737494
558,140,ZBRATGMXGB,2022-11-26,2027-04-19,66.43921836125438
559,140,VWQTWBMCJW,2023-05-03,2026-10-18,82.5376662488321
560,140,SKDUQJQ6QH,2020-10-05,2024-03-12,47.866903449813
561,141,WRD44VS2RD,2020-03-18,2025-10-18,41.929217367617056
562,141,YFOWOBBCEQ,2021-09-09,2026-01-23,84.57154266522198
563,141,WBC1JQUDSA,2023-11-30,2025-02-11,60.8715454152131
564,141,BQTRSC3SEX,2021-05-26,2026-04-11,10.18927534822733
565,142,YKF17EDSEU,2023-08-12,2026-12-19,31.385645023898856
566,142,5GUCDH9MJ9,2020-09-30,2024-02-28,82.76250620789106
567,142,ZOUDGQFQZQ,2023-09-28,2027-10-07,10.686640803125933
568,142,IRBMRBRBB9,2022-03-15,2027-06-17,27.687945055344226
569,143,B3OSZLAYQY,2020-03-04,2027-12-22,47.903660912805506
570,143,4M8KI4N0NY,2020-12-21,2027-05-26,23.009825524846367
571,143,9IIEAXQ9ZQ,2023-09-17,2025-08-18,57.222130382379355
572,143,L0TK0DUHDS,2023-03-12,2025-06-03,92.00735538905148
573,144,XY6B6WP08D,2020-05-13,2025-12-01,99.33870212001294
574,144,WQHULBNKAW,2020-06-25,2025-10-26,45.47032682698814
575,144,D2KDKCSUPF,2022-09-22,2024-05-22,11.417741213061394
576,144,ZBHKEHQJLZ,2022-10-27,2025-04-10,76.88468500240083
577,145,OYFX12JC8Q,2020-10-24,2026-08-07,18.503845732877497
578,145,QGHC3PEWAV,2023-07-06,2027-04-08,48.05853648004657
579,145,V2CHPKSSN4,2020-01-07,2024-07-23,7.430960755221873
580,145,IV3NCBMV0J,2021-12-13,2025-03-31,14.452857155374936
581,146,10MJKRM5G9,2023-02-22,2024-06-23,60.86603168614083
582,146,NNQJJDHXVC,2020-06-14,2027-06-07,73.06467741519052
583,146,BK1BZTUWPT,2021-04-24,2027-06-07,90.13761450647094
584,146,JULEXPEHDS,2022-03-10,2025-04-16,33.15711445489916
585,147,LKMOKZ26JJ,2023-04-08,2027-05-19,75.47291706237466
586,147,EHDPVIYEJW,2023-02-07,2027-10-24,75.77643790055151
587,147,RKV6ZXL8PA,2022-04-18,2026-12-11,52.515395944535044
588,147,UL3OVVX443,2021-05-22,2025-12-09,71.26308396914756
589,148,7MXEDNOPQ4,2023-08-24,2027-07-04,8.961066368594452
590,148,NLFYDJ9UWG,2022-04-03,2026-04-06,29.8949915108375
591,148,JQ9POZDPO4,2021-03-18,2025-04-21,46.55198213517148
592,148,PD9IJ54WHP,2020-12-20,2027-12-27,58.15911807864197
593,149,4947HJD9DE,2022-11-25,2025-04-10,54.431671193330196
594,149,SZHPHZNCCJ,2020-08-12,2027-06-04,63.72567963498232
595,149,JPHARAXEG2,2020-04-01,2025-08-01,51.50150365974037
596,149,1BDFFMVWH6,2022-03-11,2025-01-25,59.40720760950029
597,150,OMBNN73E3B,2020-09-07,2025-11-17,4.110306300120475
598,150,YLDNC4VXPJ,2020-05-02,2025-11-27,24.091098466965175
599,150,EHZWSX43FO,2023-08-23,2025-08-19,48.936238736886864
600,150,V5LYGOJSEI,2023-04-12,2024-01-20,30.321193495969652
601,151,E06F227BBW,2022-05-03,2026-07-20,28.075060983810914
602,151,VVEALSMFPS,2023-01-06,2024-05-25,62.65756752678076
603,151,DELDPMQD8O,2023-02-18,2027-10-07,23.246032115298622
604,151,NWDUQW25YL,2020-08-10,2027-06-25,52.929740567369585
605,152,NRHTURG5GW,2020-05-19,2026-06-13,25.873945501293434
606,152,FKWL5VACBF,2021-02-18,2027-04-18,68.26122998418337
607,152,XTK0UEF4WF,2022-05-28,2024-05-18,1.2159589632279877
608,152,8WQT6Z2KOT,2021-04-01,2026-09-03,10.246312922516612
609,153,ZJT00XRVQS,2022-05-24,2026-05-05,60.902310620315916
610,153,9O2FABUWBX,2021-05-07,2025-04-16,89.9911327688364
611,153,6FUX6WW8HT,2023-06-03,2024-07-02,22.16723562789797
612,153,8WLSHBBFKF,2020-05-17,2027-04-25,86.69908121274463
613,154,ES1LPYDGA3,2022-02-08,2027-11-05,36.75138579108204
614,154,9H2D3750FP,2022-12-05,2026-09-21,36.07429429016569
615,154,YKSN0VQLN6,2021-01-01,2026-11-08,94.11027303844999
616,154,CPJBAJHE1T,2021-01-25,2026-01-10,36.1306643366241
617,155,APKANNELFN,2021-07-25,2024-09-05,84.70515118607638
618,155,SLDYEJE03P,2023-08-19,2026-01-29,89.15730382687101
619,155,ZKYMY3JRII,2022-02-26,2025-12-30,74.02701565753812
620,155,26NDMGW096,2022-11-06,2027-01-01,86.86937977388693
621,156,GZQNE09QID,2020-04-01,2027-05-29,1.2772869995264584
622,156,OJJA1XTJFQ,2020-04-23,2026-11-01,87.83628227939933
623,156,LEVEPATJVK,2020-09-18,2026-10-02,87.98565664106562
624,156,36L0JHETN5,2023-02-03,2026-08-29,58.10953991339876
625,157,BDF2BBC9EQ,2023-01-21,2024-07-17,41.455976706460255
626,157,SB0DXGJ5IX,2020-03-13,2026-09-21,45.91160641100956
627,157,SZDZZGZTG5,2023-05-25,2024-10-20,27.07048448471667
628,157,7DR0MFGVDJ,2023-08-26,2027-02-26,7.354978300162435
629,158,YDWWRRJJAZ,2022-05-01,2024-03-24,77.35494488092674
630,158,XNSGOZIITV,2020-08-03,2027-09-02,17.994134553031376
631,158,G9AD3GPQ1Z,2020-01-19,2027-05-07,4.742910566392687
632,158,PFJMVI3OTN,2023-09-07,2027-06-07,39.86124362690445
633,159,MVZW0MC0OT,2020-11-25,2027-09-03,51.25423615497074
634,159,RHR6QWTA4V,2020-02-15,2025-08-12,33.544076277688795
635,159,H574EHR6MX,2021-10-01,2027-04-03,66.01995267483451
636,159,ICHM4K3WMU,2021-03-16,2024-11-30,79.15196572421885
637,160,1QXYEVAVA7,2020-03-31,2025-08-21,25.458973867392267
638,160,AOMAYCZIQK,2020-09-09,2026-05-14,79.42855481046574
639,160,K1XI5CROD4,2021-11-16,2025-09-27,9.15785708582897
640,160,J8DM8O9AX8,2022-02-04,2024-12-14,42.60522169293265
641,161,MTDQSXPR3T,2022-12-07,2024-12-07,15.174145467726866
642,161,T3FCEHHCGY,2021-04-30,2027-08-22,88.2620797947588
643,161,28XE2NFIIS,2020-06-30,2024-11-09,96.67991556147247
644,161,XILEHSCYM3,2022-12-31,2024-11-07,99.46518186722592
645,162,MPIJFJE20A,2022-04-28,2025-10-27,31.93274278033972
646,162,M8U4OYF4FW,2021-05-16,2024-12-09,47.98951758790089
647,162,75ZISAUUOI,2023-02-27,2025-08-30,70.43513092613901
648,162,9P4QX0WR8L,2022-03-17,2027-11-19,88.7330845445554
649,163,0NIRSEBUXT,2020-01-16,2027-02-13,7.8479438366859835
650,163,V0PP2HSAXJ,2023-05-17,2027-04-07,65.49297060278491
651,163,EYMS2W0FWA,2022-03-13,2024-04-15,48.93442935731209
652,163,9HBSTHAFMV,2020-01-14,2027-07-08,83.98658512684231
653,164,GSFKSUWRCC,2021-09-27,2024-02-20,26.916042135494177
654,164,YXPFKN7RRS,2023-01-16,2024-09-14,28.07558253769419
655,164,4ZQI8L3GLN,2022-11-10,2026-07-22,44.26334003714679
656,164,XJBVSBOROB,2021-10-12,2027-03-08,39.86958164851665
657,165,KLNHGLLJYX,2021-08-28,2027-01-10,49.02284024674481
658,165,RGLGBKGIMG,2021-12-15,2026-09-10,36.54080300537204
659,165,4VCPDZFR7H,2021-11-05,2025-10-13,87.8264741913039
660,165,PGAZFUDUCZ,2022-02-11,2027-12-05,9.889786504187303
661,166,TVNJONCY8R,2023-10-08,2025-01-23,41.2842463153328
662,166,CTBOJHWI1W,2023-02-25,2025-08-15,69.00599906676264
663,166,BSVE5AP2B2,2022-05-22,2025-05-22,93.487213241777
664,166,3V4NPXBWWS,2021-07-16,2027-11-06,5.804656529232939
665,167,FX1P8XAWAZ,2020-10-28,2025-03-14,17.411654405046924
666,167,VHRJX1HP9D,2022-07-08,2024-01-19,13.633489724745262
667,167,QGSDJGRDZA,2020-10-07,2027-12-06,95.98862432084235
668,167,0WWF6WX7BC,2022-07-18,2027-08-04,8.822149168974404
669,168,KANVFFAJUJ,2023-12-23,2024-02-10,78.2446889083674
670,168,TGLORW23AH,2020-11-20,2027-10-30,2.38028639904953
671,168,QOK6RVAQ8N,2021-05-21,2027-07-31,56.01376591346717
672,168,W1AT1CKABW,2023-02-12,2026-07-28,95.43401348697972
673,169,U3WHC1H4C5,2021-10-07,2026-02-21,4.1527724734112486
674,169,1XJ1OESTZY,2021-11-06,2024-03-10,49.40191876644761
675,169,PRJM9KFZY3,2022-04-08,2026-06-08,83.43805578836914
676,169,PTELJXSP46,2022-02-12,2024-04-11,50.82854330188448
677,170,VRJHAP23GU,2021-01-21,2024-12-08,20.040577127629213
678,170,KF0OBLLWE6,2022-06-27,2025-03-15,16.592264111259514
679,170,XCJOKHRN9C,2021-02-24,2026-06-30,46.961395755750836
680,170,ORKYDAATGR,2022-03-12,2024-06-20,71.58435909092591
681,171,VT0RGYIBMV,2023-10-24,2026-01-04,78.64166421172325
682,171,C3J9PVUWVI,2022-02-04,2025-07-15,74.35442116229153
683,171,RMHN7LCGT4,2021-01-03,2026-12-26,66.60136029020653
684,171,SN3MICRTUD,2021-08-24,2026-05-18,74.02937070986098
685,172,AMAOSXUYZY,2023-08-03,2026-07-02,10.055958842729156
686,172,7DUP5W2XAF,2023-11-02,2024-09-08,27.31089050859735
687,172,TXB2GFQFZX,2021-04-21,2024-05-04,16.268078939724035
688,172,CSY1YJMEX7,2020-07-04,2027-10-31,28.374802924639756
689,173,ZDFWLGGKGI,2022-10-07,2026-02-14,87.7288878896781
690,173,2BEAGDSUHH,2021-02-21,2025-11-12,15.235140894810336
691,173,ZK5CWE3OI1,2021-04-21,2024-01-06,92.80722623134682
692,173,QXUT1T8WYT,2022-05-27,2024-04-20,46.320152484477354
693,174,KWJOMMGQMT,2023-07-18,2024-02-12,51.69261026853654
694,174,FIRPF0PYAN,2023-01-28,2025-04-17,82.01661923478702
695,174,7KU3G4OYCM,2021-12-19,2025-05-07,91.99467927615169
696,174,0BJJMCSQLZ,2021-10-25,2026-08-03,45.002339987594134
697,175,NIUBJTYCTC,2023-10-31,2026-07-28,82.70878139794002
698,175,G4J9KZVVDQ,2023-11-27,2026-09-18,82.22082470709918
699,175,MKZAISJSVC,2022-05-30,2024-06-08,73.67145976169707
700,175,R7TE6GZJ5J,2020-01-20,2024-05-18,24.520088368897486
701,176,BRPDPGQGRY,2023-11-08,2024-06-09,12.324810288923521
702,176,4QIV98PMC8,2023-10-08,2027-09-12,76.14604560539289
703,176,WRICSMCTE6,2022-11-12,2025-09-15,75.42411469601942
704,176,FDVTCIXVOB,2020-08-02,2025-06-19,54.633687008863035
705,177,QXGFWWNEGT,2020-01-28,2024-02-24,98.91885093626095
706,177,QKP8U1U5HQ,2020-01-01,2026-03-26,96.28803367692682
707,177,CRBG4ATZAC,2020-03-20,2025-06-23,38.20500464137066
708,177,JKVZBOFBAM,2023-01-24,2024-09-26,93.597999374787
709,178,X3ZWIURP3H,2023-03-14,2024-02-02,45.46447672351652
710,178,ZJLQDQTOV6,2021-11-20,2027-02-06,85.99992123411539
711,178,WKXSEFLRW6,2020-06-03,2026-06-30,77.3413371924793
712,178,4VTMLXLNHO,2022-08-19,2026-12-28,88.80270465017081
713,179,1YKBML5Z5I,2020-10-15,2026-12-06,56.037629066217
714,179,QANEGT1EQQ,2021-01-22,2026-06-11,75.24803331631598
715,179,K9K9KWSF1D,2021-05-25,2026-12-15,3.786467821137412
716,179,Z364FD3VRY,2021-07-31,2026-07-16,28.67786649250109
717,180,TKAJJZ51YF,2022-12-17,2025-02-04,79.32163377931006
718,180,AFXS8KBYWL,2020-11-01,2025-02-19,87.21909194321657
719,180,X5PN9JVE7Q,2023-12-01,2024-07-13,14.403705506475807
720,180,2H2LCSQDQN,2023-01-23,2027-11-05,33.6901531503557
721,181,KQT3RLC10D,2023-03-20,2025-11-30,82.33178629601373
722,181,HOGJLWKIQ8,2021-02-27,2026-08-28,69.52694613499295
723,181,L7AVS3EDJK,2022-10-28,2026-10-23,64.6786958720667
724,181,TBEWKKVTPZ,2023-04-01,2026-08-24,78.66921335115524
725,182,XKDVMEYC9G,2022-11-09,2025-08-26,82.31277941574565
726,182,OKY4AHYMVL,2023-01-21,2027-09-07,77.85667011871269
727,182,GQFXU0HSZK,2021-05-24,2024-04-19,20.09478930349117
728,182,NPGIV8ONOJ,2021-07-21,2024-09-21,99.72472906373513
729,183,IZUZNEBPQI,2022-01-12,2024-07-14,19.063804579166096
730,183,LKUMCEWV6W,2022-07-03,2027-08-26,56.426410421136
731,183,JB4GW5OWDC,2022-09-29,2025-08-24,67.57043327790001
732,183,AXOJW7GL9L,2023-11-01,2027-12-15,11.59269373253057
733,184,M6GXQIUQN3,2022-05-05,2025-04-05,9.803919041727223
734,184,WU8UKIISKN,2021-07-16,2025-06-13,58.49152135107096
735,184,I5I3FX4ST3,2021-12-17,2026-02-02,26.666621627590217
736,184,RV5KD8YMFY,2020-02-22,2027-08-10,27.14088596682052
737,185,GJXGVQ09MJ,2023-05-03,2024-01-03,70.66641578100601
738,185,SDMKVY6FUX,2022-08-04,2025-10-08,85.6920387556363
739,185,DQAAVGDXMN,2021-10-14,2026-08-31,33.80662705364218
740,185,VY1JOUFQ4M,2022-01-01,2025-08-08,21.012494270517678
741,186,3ETZDKJRR5,2023-02-09,2025-09-14,97.44814264818332
742,186,JQU98SN6EE,2021-11-10,2025-07-07,10.9125892276949
743,186,YRVLR8ALUH,2021-02-03,2025-08-13,34.11628336360603
744,186,FKYK9G5F5D,2022-06-07,2025-03-07,22.555269201419474
745,187,JGV3NLQESB,2023-04-11,2026-04-10,56.30304798256978
746,187,6BQWZN8PB9,2021-06-27,2025-11-27,47.87153464521247
747,187,TKDKOTIVPZ,2022-11-12,2025-10-18,47.46741888428742
748,187,7PRTB8LAED,2021-05-14,2026-08-14,2.685773792532543
749,188,TEZQMMRJOJ,2021-02-08,2027-01-29,57.55760339916652
750,188,0ELSXMYGAN,2021-01-01,2027-03-15,59.482994703037484
751,188,TWEMGMMFSX,2020-03-05,2027-08-10,41.68996007606393
752,188,T1E62J2ZPV,2020-06-18,2026-10-25,41.94787538263668
753,189,CUCUUGRMJB,2021-10-01,2025-07-29,26.338086728841436
754,189,YPJXHTFTKG,2023-04-04,2025-06-19,36.95422474750034
755,189,G7P3VMHPPQ,2022-09-11,2027-08-30,79.71450252495471
